	Hotel	Location	Code	Cost	Score	Rating	Walk.Grade	No. Restaurants	No. Attractions
6891	Twin Rock Bed And Breakfast And Culinary Retreat	Colorado Springs 	CO	NA	NA	NA	NA	NA	NA
6892	A Room with a View Bed and Breakfast	NA	CO	NA	5.0	Excellent	78	128	41
6893	Glen Eyrie Castle & Conference Center	Colorado Springs 	CO	NA	4.5	Excellent	NA	NA	NA
6894	Cheyenne Mountain State Park	Colorado Springs 	CO	NA	4.5	Excellent	NA	NA	NA
6895	Cloud Camp at the Broadmoor	Colorado Springs 	CO	NA	4.5	Excellent	NA	NA	NA
6896	Hughes Hacienda Bed & Breakfast	Colorado Springs 	CO	NA	5.0	Excellent	NA	NA	NA
6897	Chico Basin Ranch	Colorado Springs 	CO	NA	4.5	Excellent	NA	NA	NA
6898	Timber Lodge	Colorado Springs 	CO	NA	4.0	Very good	48	24	5
6899	The Hideaway Inn	Colorado Springs 	CO	NA	5.0	Excellent	NA	NA	NA
6900	MusicNotes Bed and Breakfast	Colorado Springs 	CO	NA	5.0	Excellent	NA	NA	NA
6901	Foot of the Rockies RV Resort	Colorado Springs 	CO	NA	4.0	Very good	59	36	3
6902	Golden Eagle Campground	Colorado Springs 	CO	NA	3.5	Very good	NA	NA	NA
6903	Days Inn - Aerotech	Colorado Springs 	CO	NA	2.0	Poor	NA	NA	NA
6904	J's Motor Hotel	Colorado Springs 	CO	NA	2.0	Poor	67	73	25
6905	Goldfield RV Park	Colorado Springs 	CO	NA	2.5	Average	89	29	21
6906	Wrangler RV Ranch & Motel	Colorado Springs 	CO	NA	2.5	Average	NA	NA	NA
6907	Fountain Creek RV Park	Colorado Springs 	CO	NA	2.5	Average	72	20	2
6908	Carefree Inn Express	Colorado Springs 	CO	NA	NA	NA	68	45	5
6909	Oakwood at Village at Westmead	Colorado Springs 	CO	NA	NA	NA	NA	NA	NA
6910	Sunset Motel	Colorado Springs 	CO	NA	NA	NA	63	27	8
6911	Nevada Motel	Colorado Springs 	CO	NA	NA	NA	71	52	15
6912	B & B Motel	Colorado Springs 	CO	NA	NA	NA	65	32	5
6913	National at Ridge Point Apartme	Colorado Springs 	CO	NA	NA	NA	45	22	3
6914	Skylark Motel	Colorado Springs 	CO	NA	NA	NA	NA	NA	NA
6915	Gables Motel	Colorado Springs 	CO	NA	NA	NA	46	44	1
6916	Holiday Village RV Resort	Colorado Springs 	CO	NA	NA	NA	NA	NA	NA
6917	Wedgewood Cottage Bed and Breakfast Inn	Colorado Springs 	CO	NA	NA	NA	59	34	3
6918	The St. Mary's Inn, Bed and Breakfast	Colorado Springs 	CO	NA	5.0	Excellent	84	20	3
6919	Mountaindale Cabins & RV Resort	Colorado Springs 	CO	NA	4.5	Excellent	NA	NA	NA
6920	Mecca Motel	Colorado Springs 	CO	NA	4.5	Excellent	47	25	5
6921	Mel-Haven Lodge	Colorado Springs 	CO	NA	4.5	Excellent	47	20	3
6922	Quality Suites Downtown	Colorado Springs 	CO	NA	3.5	Very good	79	128	44
6923	Sunflower Lodge	Colorado Springs 	CO	NA	4.0	Very good	47	22	4
6924	Clarion Hotel and Conference Center	Colorado Springs 	CO	NA	3.5	Very good	79	127	44
6925	Chateau Du Pikes Peak A Premier Bed And Breakfast	Colorado Springs 	CO	NA	5.0	Excellent	NA	NA	NA
6926	Econo Lodge Near Peterson Air Force Base	Colorado Springs 	CO	$62	3.5	Very good	NA	NA	NA
6927	The Cheyenne Canon Inn	Colorado Springs 	CO	NA	5.0	Excellent	50	13	8
6928	OAKWOOD AT BELLA SPRINGS	Colorado Springs 	CO	NA	1.0	Terrible	NA	NA	NA
6929	Aspen Lodge	Colorado Springs 	CO	NA	2.5	Average	NA	NA	NA
6930	The Beach Waikiki Boutique Hostel	Oahu 	HI	NA	4.5	Excellent	100	54	18
6931	Aqua Ohia Waikiki Studio Suites	Oahu 	HI	$93	3.0	Average	100	246	95
6932	Pearl Hotel Waikiki	Oahu 	HI	$119	3.5	Very good	100	242	84
6933	OHANA Waikiki East by Outrigger	Oahu 	HI	$195	3.5	Very good	100	239	80
6934	Ilikai Lite	Oahu 	HI	$279	5.0	Excellent	95	63	24
6935	Waikiki Studio	Oahu 	HI	$159	3.0	Average	NA	NA	NA
6936	Espacio The Jewel of Waikiki	Oahu 	HI	$2,500	5.0	Excellent	100	156	51
6937	Waikiki Marina Resort at the Ilikai	Oahu 	HI	NA	4.0	Very good	95	62	21
6938	Wyndham at Waikiki Beach Walk	Oahu 	HI	NA	4.5	Excellent	100	236	91
6939	Darmic Waikiki Banyan	Oahu 	HI	NA	4.5	Excellent	100	78	26
6940	Royal Moana	Oahu 	HI	NA	3.5	Very good	100	97	33
6941	Prince Edward Apartment	Oahu 	HI	NA	4.0	Very good	100	176	62
6942	Aloha Bed & Breakfast	Oahu 	HI	NA	4.0	Very good	36	20	3
6943	Lagoon Tower By Hilton Grand Vacations Club	Oahu 	HI	NA	4.0	Very good	NA	NA	NA
6944	Kai Aloha Apartment Hotel	Oahu 	HI	NA	4.0	Very good	100	191	78
6945	Ala Moana Area	Oahu 	HI	NA	5.0	Excellent	NA	NA	NA
6946	Waikiki Backpackers Penthouse	Oahu 	HI	NA	4.0	Very good	100	235	83
6947	The Kalakauan Hotel	Oahu 	HI	NA	3.0	Average	92	55	22
6948	Brand New Private Room	Oahu 	HI	NA	3.5	Very good	NA	NA	NA
6949	Aloha Punawai	Oahu 	HI	NA	3.5	Very good	100	192	76
6950	Edmund's Hotel Apartments	Oahu 	HI	NA	4.0	Very good	100	123	42
6951	Waikiki Lei Apartments	NA	HI	NA	3.0	Average	100	150	48
6952	IHG Army Hotels Tripler Army Medical Center	Oahu 	HI	NA	2.5	Average	38	16	3
6953	Big Surf	Oahu 	HI	NA	2.0	Poor	88	60	13
6954	Island Hostel	Oahu 	HI	NA	2.0	Poor	93	64	24
6955	Pacific Ohana Hostel	Oahu 	HI	NA	1.5	Poor	100	69	21
6956	Paradise View Hotel	Oahu 	HI	NA	NA	NA	96	43	21
6957	Bev and Monty's Bed and Breakfast	Oahu 	HI	NA	NA	NA	73	19	2
6958	Inter Club Hostel	Oahu 	HI	NA	NA	NA	100	169	60
6959	Regency on Beachwalk Waikiki by Outrigger	Oahu 	HI	NA	4.0	Very good	100	219	89
6960	The Breakers Hotel	Oahu 	HI	NA	4.0	Very good	100	198	78
6961	Waikiki Banyan	Oahu 	HI	NA	4.0	Very good	100	78	25
6962	Diamond Head Beach Hotel	Oahu 	HI	NA	4.0	Very good	72	23	22
6963	Waikiki Beach Condominiums	Oahu 	HI	NA	4.0	Very good	100	207	71
6964	HI Honolulu University Hostel	Oahu 	HI	NA	4.0	Very good	69	122	29
6965	The Plumeria Hostel Alternative	Oahu 	HI	NA	4.0	Very good	90	77	2
6966	Hawaiian King	Oahu 	HI	NA	4.0	Very good	100	242	89
6967	The Cabana at Waikiki	Oahu 	HI	NA	4.0	Very good	100	65	21
6968	Fairway Villa	Oahu 	HI	NA	3.5	Very good	100	182	51
6969	Polynesian Hostel Beach Club	Oahu 	HI	NA	3.0	Average	100	54	19
6970	Waikiki Garden Villa	Oahu 	HI	NA	3.5	Very good	NA	NA	NA
6971	Waikiki Skytower Condos	Oahu 	HI	NA	3.5	Very good	100	142	48
6972	Marina Tower Waikiki	Oahu 	HI	$79	2.5	Average	89	63	14
6973	Banana Bungalow Waikiki Beach	Oahu 	HI	NA	2.5	Average	100	151	49
6974	Adam And Eve Bed and Breakfast	Oahu 	HI	NA	NA	NA	79	28	8
6975	Wingate by Wyndham Lake George	Lake George 	NY	$80	4.0	Very good	63	29	8
6976	Hampton Inn & Suites Lake George	Lake George 	NY	$92	4.5	Excellent	55	19	6
6977	Courtyard Lake George	Lake George 	NY	$109	4.5	Excellent	96	53	13
6978	Quality Inn Lake George	Lake George 	NY	$100	4.5	Excellent	93	44	8
6979	Clarion Inn & Suites	Lake George 	NY	$76	4.0	Very good	56	260	60
6980	Sun Castle Resort	Lake George 	NY	$200	4.5	Excellent	NA	NA	NA
6981	Holiday Inn Resort Lake George	NA	NY	$89	4.5	Excellent	84	14	4
6982	The Inn at Erlowest	Lake George 	NY	$240	4.5	Excellent	NA	NA	NA
6983	Dunham's Bay Resort	Lake George 	NY	$80	4.0	Very good	NA	NA	NA
6984	Best Western of Lake George	Lake George 	NY	$114	4.0	Very good	NA	NA	NA
6985	Roaring Brook Ranch Resort	Lake George 	NY	$69	3.0	Average	NA	NA	NA
6986	Howard Johnson Lake George	Lake George 	NY	$55	3.5	Very good	98	56	14
6987	Boulders Resort	Lake George 	NY	$238	4.0	Very good	NA	NA	NA
6988	King Hendrick Motel & Cottages	Lake George 	NY	$79	2.5	Average	NA	NA	NA
6989	Super 8 by Wyndham Lake George/Warrensburg Area	Lake George 	NY	$60	4.0	Very good	NA	NA	NA
6990	Tea Island Resort	Lake George 	NY	$700	4.5	Excellent	NA	NA	NA
6991	The Lodges at Cresthaven	Lake George 	NY	$199	4.5	Excellent	NA	NA	NA
6992	Fort William Henry Hotel and Conference Center	Lake George 	NY	$106	4.0	Very good	99	56	13
6993	Cramers Point Motel & Cottages	Lake George 	NY	$141	4.0	Very good	NA	NA	NA
6994	Rock Castle Resort	Lake George 	NY	$183	3.0	Average	NA	NA	NA
6995	Marine Village Resort	Lake George 	NY	NA	4.5	Excellent	94	38	10
6996	Super 8 by Wyndham Lake George/Downtown	Lake George 	NY	NA	4.0	Very good	65	27	8
6997	Comfort Suites Lake George	Lake George 	NY	NA	4.5	Excellent	45	222	53
6998	Brookside Motel	Lake George 	NY	NA	4.5	Excellent	60	33	5
6999	Studio Motel of Lake George	Lake George 	NY	NA	4.0	Very good	61	16	7
7000	Blue Lagoon Resort	Diamond Point 	NY	NA	4.5	Excellent	NA	NA	NA
7001	Shore Meadows Motel	Lake George 	NY	NA	4.5	Excellent	86	81	17
7002	Lake George Escape Campground	Lake George 	NY	NA	4.0	Very good	NA	NA	NA
7003	O'Sullivan's On The Lake Motel	Lake George 	NY	NA	4.5	Excellent	88	24	3
7004	Lyn Aire Motel	Lake George 	NY	NA	4.5	Excellent	42	207	49
7005	Olympian Village Resort	Diamond Point 	NY	NA	4.0	Very good	NA	NA	NA
7006	Lake Crest Inn	Lake George 	NY	NA	4.0	Very good	93	31	9
7007	Kathy's Resort and Cottages	Lake George 	NY	NA	4.0	Very good	NA	NA	NA
7008	Flower Cottages	Diamond Point 	NY	NA	4.5	Excellent	NA	NA	NA
7009	Romeo & Giulietta's Hideaway	Lake George 	NY	NA	5.0	Excellent	93	48	14
7010	Adirondack Camping Village	Lake George 	NY	NA	4.0	Very good	NA	NA	NA
7011	The Balsam Motel & Cottages	Lake George 	NY	NA	4.5	Excellent	87	18	2
7012	Canoe Island Lodge	Diamond Point 	NY	NA	4.5	Excellent	NA	NA	NA
7013	Mountain View Cottages	Lake George 	NY	NA	4.5	Excellent	90	24	6
7014	King Phillips Campground	Lake George 	NY	NA	4.0	Very good	37	211	48
7015	The Inn of Lake George	Lake George 	NY	NA	4.5	Excellent	98	60	16
7016	Stepping Stones Resort	Diamond Point 	NY	NA	5.0	Excellent	NA	NA	NA
7017	Twin Birches	Lake George 	NY	NA	4.5	Excellent	NA	NA	NA
7018	Ledgeview Village RV Park	Lake George 	NY	NA	4.5	Excellent	NA	NA	NA
7019	Lake George Riverview Campground	NA	NY	NA	4.0	Very good	NA	NA	NA
7020	Antigua Resort on Plum Point	NA	NY	NA	4.0	Very good	NA	NA	NA
7021	Mt. Knoll Beach Cottages	Diamond Point 	NY	NA	4.5	Excellent	NA	NA	NA
7022	McEnaney's Lincoln Log Colony	Lake George 	NY	NA	4.5	Excellent	69	10	4
7023	O'Connor's Resort Cottages	Lake George 	NY	NA	4.0	Very good	NA	NA	NA
7024	Prospect Aire Motel	NA	NY	NA	4.5	Excellent	87	21	4
7025	Pine Grove Cottages	NA	NY	NA	4.0	Very good	82	83	22
7026	Alpine Village Resort	Lake George 	NY	NA	3.5	Very good	100	57	16
7027	Acorn Lodge	Lake George 	NY	NA	4.5	Excellent	NA	NA	NA
7028	Twin Pines onTrout Lake	Diamond Point 	NY	NA	3.5	Very good	NA	NA	NA
7029	Lake George Battleground Campground	Lake George 	NY	NA	3.5	Very good	84	13	5
7030	Hearthstone Point	Lake George 	NY	NA	3.5	Very good	NA	NA	NA
7031	Briar Dell Motel	Lake George 	NY	NA	5.0	Excellent	NA	NA	NA
7032	Cozy Nook Cottages	Lake George 	NY	NA	3.5	Very good	37	173	46
7033	Hill Of Happiness Motel	Lake George 	NY	NA	4.0	Very good	NA	NA	NA
7034	Samoset Cabins	Lake George 	NY	NA	3.0	Average	49	259	62
7035	Harbor Motel	Lake George 	NY	NA	2.5	Average	86	14	5
7036	Gilchrist Marina & Motel	Diamond Point 	NY	NA	2.5	Average	NA	NA	NA
7037	Lakewood Motel & Cottages	Lake George 	NY	NA	NA	NA	NA	NA	NA
7038	Shabat Inn	Lake George 	NY	NA	NA	NA	54	146	41
7039	Trinity Rock Motel	Lake George 	NY	NA	NA	NA	NA	NA	NA
7040	Woodbine Motel	Lake George 	NY	NA	NA	NA	95	51	13
7041	Kennah's Motel	Lake George 	NY	NA	NA	NA	100	67	17
7042	Domino Motor Inn	Lake George 	NY	NA	NA	NA	41	209	49
7043	Lee's Motel and Restaurant	Lake George 	NY	NA	NA	NA	46	36	7
7044	Dutchess Motel	NA	NY	NA	NA	NA	NA	NA	NA
7045	Cedarbrook Motel	Lake George 	NY	NA	NA	NA	NA	NA	NA
7046	Monaco Motel	Diamond Point 	NY	NA	NA	NA	NA	NA	NA
7047	Lake Motel	Lake George 	NY	NA	4.5	Excellent	93	26	6
7048	The Juliana Resort	Diamond Point 	NY	NA	4.5	Excellent	NA	NA	NA
7049	Nordick's Inn	Lake George 	NY	NA	4.5	Excellent	81	67	16
7050	Heritage of Lake George Motel	Lake George 	NY	NA	4.5	Excellent	90	23	2
7051	Admiral Motel	Lake George 	NY	NA	4.5	Excellent	93	28	6
7052	Americas Best Value Inn & Suites	Lake George 	NY	NA	4.5	Excellent	88	17	2
7053	Park Lane Motel	Lake George 	NY	NA	4.5	Excellent	93	27	6
7054	Scotty's Lakeside Resort	Lake George 	NY	NA	4.5	Excellent	82	78	16
7055	Country Cottages and Motel	Diamond Point 	NY	NA	4.5	Excellent	NA	NA	NA
7056	Lake George RV Park	Lake George 	NY	NA	4.5	Excellent	37	268	60
7057	Diamond Cove Cottages	Diamond Point 	NY	NA	4.5	Excellent	NA	NA	NA
7058	Lakefront Terrace Resort	Lake George 	NY	NA	4.0	Very good	51	14	1
7059	Capri Village on Lake George	Diamond Point 	NY	NA	3.5	Very good	NA	NA	NA
7060	Flamingo Resort on Lake George	Diamond Point 	NY	NA	4.5	Excellent	NA	NA	NA
7061	The Villas On Lake George	Diamond Point 	NY	NA	3.0	Average	NA	NA	NA
7062	Lake George Bear's Den	Lake George 	NY	NA	4.5	Excellent	NA	NA	NA
7063	Fran Cove Motel	Lake George 	NY	NA	4.0	Very good	NA	NA	NA
7064	Tall Pines Motel	Lake George 	NY	NA	4.5	Excellent	NA	NA	NA
7065	Colonel Williams Lake George Motel and Resort	Lake George 	NY	NA	3.0	Average	38	210	49
7066	Econo Lodge Downtown	Lake George 	NY	NA	4.0	Very good	86	80	16
7067	Travelodge by Wyndham Lake George NY	Lake George 	NY	NA	2.5	Average	NA	NA	NA
7068	The Lake George Inn	Lake George 	NY	NA	4.0	Very good	83	73	16
7069	Do Rest Court	Lake George 	NY	NA	5.0	Excellent	43	209	49
7070	Still Bay Resort	NA	NY	NA	4.0	Very good	NA	NA	NA
7071	Top of the World Golf Resort	Lake George 	NY	NA	4.0	Very good	NA	NA	NA
7072	Glenmoore Lakeside Cottages and Lodge	Lake George 	NY	NA	4.0	Very good	NA	NA	NA
7073	Depe Dene Resort	Lake George 	NY	NA	3.5	Very good	NA	NA	NA
7074	Lido Motel	Lake George 	NY	NA	4.0	Very good	93	29	8
7075	Forest Hill Lodge & Cabins	Lake George 	NY	NA	4.0	Very good	NA	NA	NA
7076	Treasure Cove Resort	Diamond Point 	NY	NA	4.0	Very good	NA	NA	NA
7077	Clinton Inn	Lake George 	NY	NA	3.0	Average	NA	NA	NA
7078	Barberry Court Motel	Lake George 	NY	NA	3.5	Very good	62	37	9
7079	The Meadows at Lake Shore	Lake George 	NY	NA	5.0	Excellent	NA	NA	NA
7080	English Brook Cottages	Lake George 	NY	NA	3.5	Very good	NA	NA	NA
7081	Lee's Motel and Cottages	Lake George 	NY	NA	4.0	Very good	39	209	49
7082	The Austin Inn	Lake George 	NY	NA	4.0	Very good	NA	NA	NA
7083	The Lake George Windsor Motel	Lake George 	NY	NA	3.5	Very good	93	41	8
7084	Doray Motel	Lake George 	NY	NA	3.5	Very good	67	36	8
7085	Gentleman Johnny's Motel	Lake George 	NY	NA	3.5	Very good	NA	NA	NA
7086	Lake George Suites	Diamond Point 	NY	NA	3.0	Average	NA	NA	NA
7087	The Gold Eagle	Lake George 	NY	NA	3.0	Average	NA	NA	NA
7088	Econo Lodge	Lake George 	NY	$61	2.5	Average	55	258	60
7089	Lake View Inn Lake George	Lake George 	NY	NA	2.0	Poor	91	28	6
7090	Rodeway Inn Springhills Lake George	Lake George 	NY	NA	2.5	Average	43	12	5
7091	Legacy Inn Lake George	Lake George 	NY	NA	2.0	Poor	70	45	11
7092	Pinebrook Motel	Lake George 	NY	NA	3.0	Average	80	64	16
7093	Nassau Motel	Lake George 	NY	NA	3.0	Average	39	205	49
7094	Adirondack Oasis Motel	Lake George 	NY	NA	1.5	Poor	72	59	13
7095	Hillside Motel	NA	NY	NA	2.5	Average	NA	NA	NA
7096	Beach Cottages At Lake George	Lake George 	NY	NA	NA	NA	NA	NA	NA
7097	Villager Inn and Suites	Lake George 	NY	NA	NA	NA	70	41	11
7098	Lincoln Log Colony	Lake George 	NY	NA	NA	NA	NA	NA	NA
7099	Holiday Inn Ft. Lauderdale Airport	Hollywood 	FL	$104	4.0	Very good	58	54	7
7100	DoubleTree Resort by Hilton Hollywood Beach	Hollywood 	FL	$189	4.5	Excellent	48	16	1
7101	The Diplomat Beach Resort Hollywood, Curio Collection by Hilton	Hollywood 	FL	$260	4.0	Very good	52	33	3
7102	Beach Rooms Inn - Hollywood Beach	Hollywood 	FL	$80	4.5	Excellent	79	60	11
7103	Costa Hollywood Beach Resort	Hollywood 	FL	$163	4.5	Excellent	100	61	9
7104	Hollywood Beach Marriott	Hollywood 	FL	$203	4.0	Very good	75	51	12
7105	Circ Hotel	Hollywood 	FL	$115	4.5	Excellent	99	60	11
7106	La Quinta Inn & Suites by Wyndham Ft. Lauderdale Airport	Hollywood 	FL	$89	4.0	Very good	47	39	4
7107	Hollywood Beach Suites and Hotel	Hollywood 	FL	$108	4.0	Very good	93	44	4
7108	May-Dee Suites	Hollywood 	FL	$89	4.5	Excellent	NA	NA	NA
7109	Hollywood Beachside Boutique Suites	Hollywood 	FL	$63	4.0	Very good	96	56	9
7110	Hyde Resort and Residences - SOHO Program	Hollywood 	FL	$223	4.0	Very good	48	46	2
7111	Villa Europa Hotel	Hollywood 	FL	$86	4.5	Excellent	89	22	7
7112	Casa Pellegrino Boutique Hotel	Hollywood 	FL	$159	5.0	Excellent	85	67	11
7113	St Maurice Beach Inn	Hollywood 	FL	$80	4.0	Very good	100	62	8
7114	Hollywood Beach Hotels	Hollywood 	FL	$44	3.5	Very good	86	17	3
7115	Caribbean Resort by the Ocean	Hollywood 	FL	$96	4.0	Very good	94	36	8
7116	Hollywood Beach Tower	NA	FL	$103	3.5	Very good	83	18	3
7117	Richard's Hotel	Hollywood 	FL	$59	4.5	Excellent	57	34	5
7118	Riptide Hotel	Hollywood 	FL	$179	4.0	Very good	78	59	11
7119	Paradise Oceanfront Hotel	Hollywood 	FL	$73	4.5	Excellent	86	20	3
7120	Hotel Sheldon	Hollywood 	FL	$139	4.0	Very good	100	62	8
7121	Ocean Inn	Hollywood 	FL	$121	4.5	Excellent	51	836	127
7122	Quality Inn & Suites Airport / Cruise Port South	Hollywood 	FL	$99	3.0	Average	64	41	6
7123	Neptune Hollywood Beach Hotel	Hollywood 	FL	$75	4.0	Very good	86	11	2
7124	La Terrace Oceanfront Hotel	Hollywood 	FL	$89	3.5	Very good	97	62	9
7125	Green Seas Motel	Hollywood 	FL	$59	5.0	Excellent	56	36	5
7126	Casa del Mar Boutique Apartments	Hollywood 	FL	$119	4.5	Excellent	74	55	12
7127	Quality Inn & Suites Hollywood Boulevard	Hollywood 	FL	$105	3.5	Very good	NA	NA	NA
7128	Hampton Inn & Suites Ft. Lauderdale Airport/South Cruise Port	Hollywood 	FL	$166	4.0	Very good	64	41	6
7129	Ocean Drive Villas	Hollywood 	FL	$148	4.5	Excellent	92	26	7
7130	The Mint	Hollywood 	FL	$75	4.5	Excellent	43	868	156
7131	Ramada by Wyndham Hollywood Downtown	Hollywood 	FL	$83	3.0	Average	100	93	20
7132	Golden Sand Motel	Hollywood 	FL	$89	4.0	Very good	100	63	9
7133	Days Inn by Wyndham Fort Lauderdale Hollywood/Airport South	Hollywood 	FL	$84	3.0	Average	52	49	6
7134	Coral Reef	Hollywood 	FL	$109	4.5	Excellent	43	877	160
7135	Richard's Motel	Hollywood 	FL	$59	4.5	Excellent	59	58	11
7136	Caribbean Resort Suites	NA	FL	$105	4.0	Very good	94	35	8
7137	Atlantic Sands Beach Suites	Hollywood 	FL	$175	4.5	Excellent	95	38	8
7138	Luxury Condos at Hollywood Beach	Hollywood 	FL	$146	5.0	Excellent	NA	NA	NA
7139	Marine Villas	Hollywood 	FL	$145	5.0	Excellent	69	47	8
7140	The Dolphin Hollywood	Hollywood 	FL	$89	4.0	Very good	82	65	11
7141	Sea Turtle Resort	Hollywood 	FL	$109	3.5	Very good	77	55	11
7142	Richard's Motel Studios	Hollywood 	FL	$79	5.0	Excellent	58	47	8
7143	Sun Beach Inn	Hollywood 	FL	$89	4.0	Very good	86	68	12
7144	Downtown Hollywood Boutique Hotel	Hollywood 	FL	$120	5.0	Excellent	100	88	20
7145	Curtis Inn	Hollywood 	FL	$76	4.0	Very good	56	37	5
7146	Adobe Hacienda Motel	Hollywood 	FL	$75	4.0	Very good	52	42	0
7147	Dream Inn	Hollywood 	FL	$100	3.5	Very good	69	35	12
7148	Oceanside Boutique Hotel	Hollywood 	FL	$99	4.5	Excellent	86	20	4
7149	Southwinds Inn	Hollywood 	FL	$101	4.0	Very good	74	55	12
7150	Shore View Hotel	Hollywood 	FL	$195	4.5	Excellent	40	16	5
7151	Richard's Pet Friendly Motel	Hollywood 	FL	$79	4.5	Excellent	58	38	6
7152	Silver Spray Motel	Hollywood 	FL	$79	4.0	Very good	81	63	11
7153	Hobe Lofts Boutique Motel	NA	FL	$123	3.5	Very good	97	51	8
7154	"Georgia 328 ""Beach-Life"""	Hollywood 	FL	$135	5.0	Excellent	NA	NA	NA
7155	Hollywood Gateway Inn	Hollywood 	FL	$62	2.5	Average	62	37	1
7156	Richard's Motel Courtyard	Hollywood 	FL	$79	4.5	Excellent	64	118	25
7157	Sian Oceanfront Condos	Hollywood 	FL	NA	3.5	Very good	48	16	1
7158	ValGal By The Sea Boutique Hotel	Hollywood 	FL	$99	4.5	Excellent	NA	NA	NA
7159	Econo Lodge	Hollywood 	FL	$67	3.0	Average	51	41	0
7160	Mariner Motel	Hollywood 	FL	$119	2.5	Average	98	62	9
7161	Rodeway Inn	Hollywood 	FL	$58	2.0	Poor	86	113	22
7162	Hollywood Beach Flamingo	Hollywood 	FL	$58	3.0	Average	85	66	11
7163	Blue Wave Hollywood Beach	Hollywood 	FL	$63	3.0	Average	86	20	4
7164	The Seagull	Hollywood 	FL	$79	3.0	Average	86	68	12
7165	Super Budget Inn	Hollywood 	FL	$89	NA	NA	NA	NA	NA
7166	The Palms	Hollywood 	FL	$47	NA	NA	NA	NA	NA
7167	Ocean Villas	NA	FL	$47	NA	NA	NA	NA	NA
7168	Beach Tide Motel	Hollywood 	FL	NA	4.5	Excellent	68	31	11
7169	Casa Blanca	Hollywood 	FL	NA	1.0	Terrible	NA	NA	NA
7170	Exclusive Room By Traveline Plus	Hollywood 	FL	NA	NA	NA	NA	NA	NA
7171	Contemporary Beach Resort Condos	Hollywood 	FL	NA	NA	NA	NA	NA	NA
7172	Sea Downs and the Bougainvillea	Hollywood 	FL	NA	4.5	Excellent	64	27	9
7173	Bougainvillea on the Beach	Hollywood 	FL	NA	5.0	Excellent	70	31	10
7174	Tide Vacation Apartments	Hollywood 	FL	NA	4.5	Excellent	70	30	10
7175	Ataraxia by the Sea	Hollywood 	FL	NA	4.5	Excellent	76	66	12
7176	The Caroline	Hollywood 	FL	NA	4.5	Excellent	94	37	8
7177	Bel Aire Beach Apartments	Hollywood 	FL	NA	5.0	Excellent	90	24	6
7178	Sunshine Motel	Hollywood 	FL	NA	4.5	Excellent	43	845	148
7179	Regency Health Spa	Hollywood 	FL	NA	4.0	Very good	89	29	2
7180	Oasis Beach House	NA	FL	NA	5.0	Excellent	75	62	12
7181	Topeekeegee Yugnee Park Campground	Hollywood 	FL	NA	4.5	Excellent	51	20	4
7182	Beach Rooms Inn	Hollywood 	FL	NA	3.5	Very good	79	60	11
7183	Canada Motel	Hollywood 	FL	NA	4.0	Very good	62	113	22
7184	Posada Maria y Jose	Hollywood 	FL	NA	5.0	Excellent	NA	NA	NA
7185	Lucky Boy Motel	Hollywood 	FL	NA	4.0	Very good	81	115	22
7186	Kenwood Lodge Motel	Hollywood 	FL	NA	3.5	Very good	51	41	0
7187	Hollywood Grande Hotel Resort	Hollywood 	FL	NA	2.5	Average	100	63	9
7188	Mirador Resort Motel	Hollywood 	FL	NA	1.0	Terrible	64	40	6
7189	Sunrise Beach Studios and Apartments	Hollywood 	FL	NA	2.0	Poor	43	873	158
7190	Expo Motel	Hollywood 	FL	NA	3.0	Average	97	47	8
7191	Budget Inn	Hollywood 	FL	NA	2.5	Average	51	42	0
7192	Holiday Motel	Hollywood 	FL	NA	1.0	Terrible	65	115	26
7193	Hollywood KOA	Hollywood 	FL	NA	2.0	Poor	42	47	1
7194	Hacienda Drago Inn	Hollywood 	FL	NA	NA	NA	43	878	160
7195	Sun Castle Motel	Hollywood 	FL	NA	NA	NA	96	49	7
7196	Ventura Inn Motel	Hollywood 	FL	NA	NA	NA	79	118	21
7197	White Sands Inn	Hollywood 	FL	NA	NA	NA	40	832	144
7198	Summer Hollywood Corp	Hollywood 	FL	NA	NA	NA	51	42	0
7199	Oasis Tower at Seminole Hard Rock Hotel & Casino	Hollywood 	FL	NA	NA	NA	NA	NA	NA
7200	Sunrise View Motel	Hollywood 	FL	NA	NA	NA	100	62	9
7201	Margaritaville Hollywood Beach Resort	NA	FL	$233	4.5	Excellent	100	57	8
7202	The Desoto Inn	Hollywood 	FL	NA	5.0	Excellent	41	869	157
7203	WalkAbout Beach Resort	Hollywood 	FL	NA	4.5	Excellent	73	42	12
7204	Manta Ray Inn	NA	FL	NA	5.0	Excellent	NA	NA	NA
7205	Seminole Hard Rock Hotel Hollywood	Hollywood 	FL	$249	4.0	Very good	76	37	8
7206	Hollywood By The Sea Hotel	Hollywood 	FL	NA	4.5	Excellent	82	63	11
7207	Hollywood Sands Resort	Hollywood 	FL	NA	4.5	Excellent	74	52	11
7208	Enchanted Isle Resort	Hollywood 	FL	NA	4.0	Very good	NA	NA	NA
7209	Hollywood Beach Golf Resort	Hollywood 	FL	NA	4.0	Very good	59	104	18
7210	Casa del Sol	Hollywood 	FL	NA	4.0	Very good	43	847	149
7211	Shell on the Beach	Hollywood 	FL	NA	4.0	Very good	97	51	8
7212	Villa Sinclair Beach Suites & Spa	Hollywood 	FL	NA	3.5	Very good	94	43	3
